"","x"
"268","C#CCOC(=O)C1=CCCN(C)C1"
"269","COC(=O)C1=CCCN(C)C1"
"270","C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)O[C@@]13CC=C(C)[C@H]23"
"271","CCCn1c(=O)c2nc[nH]c2n(-c2ccc(Cl)cc2)c1=O"
"272","Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1"
"273","C#CC[C@H](c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F"
"274","C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1"
"275","Nc1ccc([As](=O)(O)O)cc1"
"276","CCCCCC[C@@H](CCC)C(=O)O"
"277","Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(OCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc1)c1nnc(C)n1-2"
"278","Cc1cc(NCCO)nc(-c2ccc(Br)cc2)n1"
"279","O=C(Nc1ccc(-c2ccncc2)cc1)N[C@H](CO)c1ccccc1"
"280","C[C@H](NC(=O)c1sccc1OCc1ccc(Cl)cc1)c1ccccc1"
"281","O=C(O)CCc1ccc(NCc2cccc3c2CCCN3CCOc2ccccc2)cc1F"
"282","Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1"
"283","O=C1NC(=O)/C(=C/c2ccc(-c3ccc(F)cc3O)o2)S1"
"284","O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1"
"285","O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F"
"286","O=c1ccc2c(OCCCCOc3ccccc3)c3ccoc3cc2o1"
"287","Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C"
"288","COc1cc(OC)c(OC)cc1C=O"
"289","COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC"
"290","CCC1/C=C(\C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(/C(C)=C/C3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC"
"291","C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C"
"292","CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12"
"293","COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O"
"294","COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1"
"295","C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1"
"296","CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1=O"
"297","COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1"
"298","CC(C)(O)[C@H]1CC[C@@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1"
"299","C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1"
"300","CN(C)C(=N)NCCC[C@H](N)C(=O)O"
"301","O=CN1CCC(C(=O)NCCN2CCC(=C3c4ccccc4C=Cc4ccccc43)CC2)CC1"
"302","O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl"
"303","O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CC1"
"304","COc1ccc2cc(C(C)C(=O)Oc3ccc(C(N)=S)cc3)ccc2c1"
"305","CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1"
"306","CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1"
"307","CN(C)C(=O)Nc1cccc(-c2ccc(N(C)C)cc2)c1"
"308","CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1"
"309","COc1ccc(C2CNC(=O)NC2)cc1O[C@H]1C[C@@H]2CC[C@H]1C2"
"310","CC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(N)=O"
"311","CC(C)(C)c1onc(O)c1CC(N)C(=O)O"
"312","CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1"
"313","C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2"
"314","NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1"
"315","CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O"
"316","Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1"
"317","CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1"
"318","C[C@H](c1ccc2ccc(O[C@H]3CC[C@@H](C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2"
"319","C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1"
"320","O=C(N[C@H]1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2ccc(Cl)cc2)C1)c1ccnc2ccccc12"
"321","NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1"
"322","CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1"
"323","CCNC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2c(-c3ccccc3)nc(OC)c2C=O)cc1"
"324","C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1"
"325","CC[C@H](CC#N)OC(=O)N[C@@H](C)c1cccc(NC(=O)Nc2ccc(-c3cnco3)c(OC)c2)c1"
"326","CCCCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCCCC)CCCN(CCO)CCO"
"327","Clc1ccccc1CNC[C@H]1CC[C@H](CNCc2ccccc2Cl)CC1"
"328","C=CCNC(=O)c1cc([N+](=O)[O-])cc2c(=O)[nH]c(Nc3ccc(Cl)c(Cl)c3)nc12"
"329","O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(NCCNCCO)ccc12"
"330","Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1"
"331","Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1"
"332","OC(c1ccccc1)(c1ccccc1)C1CCNCC1"
"333","Nc1nc2[nH]nnc2c(=O)[nH]1"
"334","CC[C@@H]1[C@@H](C)O[C@@](O)([C@@H](C)[C@H](O)[C@H](C)[C@H]2OC(=O)/C=C/C=C/[C@H](C)[C@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]3(O)C[C@@H](O[C@H]4C[C@H](O)[C@H](O)[C@H](C)O4)[C@H](CC)[C@@H](C)O3)OC(=O)/C=C/C=C/[C@H]2C)C[C@H]1O[C@H]1C[C@H](O)[C@H](O)[C@H](C)O1"
"335","CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O"
"336","[N-]=[N+]=CC(=O)OCC(N)C(=O)O"
"337","N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1"
"338","N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccccc2)C1"
"339","CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C"
"340","O=C(c1ccc(Cl)o1)N1CC2CNCC2C1"
"341","Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1"
"342","CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O"
"343","CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1"
"344","COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1"
"345","CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1"
"346","Cc1noc(C)c1-c1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)c(O[C@H]2CCNC2)c1"
"347","COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1"
"348","CC(=O)N1CCN(CCOc2ccc(C3CCN(C4=Nn5c(nnc5C(F)(F)F)CC4)CC3)cc2)CC1"
"349","COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C"
"350","NC1N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21"
"351","Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C"
"352","O=C(O)C[C@H]1CC[C@H](c2ccc(NC(=O)c3nnc(Nc4ccc(F)c(F)c4)o3)cc2)CC1"
"353","NCC(=O)O"
"354","COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@H](C)N[C@H](C)C4)cc3)n[nH]2)cc(OC)c1"
"355","C[C@H](Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)[C@@H](O)CO"
"356","NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1"
"357","Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C"
"358","CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1OCC#CC#CCO[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)NC)C1CCCCC1)C1CCCCC1"
"359","Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1"
"360","C[C@@H]1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1"
"361","NC(Cc1ccccn1)c1ccccc1"
"362","CN(C)C(=O)c1ccc(S(=O)(=O)c2ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c2)cc1"
"363","Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1C(N)=O"
"364","NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1"
"365","COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO"
"366","C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12"
"367","Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O"
"368","CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1"
"369","CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1"
"370","N#Cc1cc(F)cc(-c2nc(-c3ccc(F)cn3)no2)c1"
"371","C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F"
"372","Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1"
"373","CCCCc1nc(-c2ccc(OCCCN(CC)CC)cc2)cn1-c1ccc(Oc2ccc(Cl)cc2)cc1"
"374","CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1"
"375","COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1"
"376","NC(=O)/N=N/C(N)=O"
"377","O=[N+]([O-])c1ncc[nH]1"
"378","COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1"
"379","C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1"
"380","COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)n2C"
"381","O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1"
"382","C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"383","Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1"
"384","CC1=C(C)C(=O)C(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)=C(C)C1=O"
"385","CCCCCCCCCCC(O)C1C=CC2C(=O)N(c3ccccc3)C(=O)C2N1Nc1ccc([N+](=O)[O-])cc1"
"386","Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1"
"387","CS(=O)(=O)Nc1c(O)ccc2c1CCCC2C1=NCCN1"
"388","Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(C(C)(C)C)n1"
"389","COc1ccc(CC(=O)NC(N/C(=N/C#N)Nc2cccc3ncccc23)C(C)(C)C)cc1OC"
"390","NC[C@@H]1O[C@H](C23CC4CC(CC(C4)C2)C3)Cc2c1ccc(O)c2O"
"391","O=C(Nc1ccccc1)Nc1ccc(-c2ccc(C(=O)[C@@H]3CCC[C@@H]3C(=O)O)cc2)cc1"
"392","NC[C@H](CC(=O)O)c1ccc(Cl)cc1"
"393","CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1"
"394","Cc1ccc(NC(=O)c2ccc(CN3CCC(N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1ncc(-c2cncnc2)cn1"
"395","Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)(C)C#N)cc1"
"396","O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12"
"397","O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O"
"398","C=C[C@@](C)(/C=C/c1ccc(O)cc1)CCC=C(C)C"
"399","Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O"
"400","CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C"
"401","CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1"
"402","CCOc1ccccc1N/N=C1/C(=O)N(c2nc(-c3ccccc3)cs2)N=C1C"
"403","O=C(NCCCN1CCC2(CC1)OCc1ccccc12)[C@H]1CCCN1Cc1ccccc1"
"404","CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O"
"405","CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1"
"406","CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1"
"407","COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2"
"408","CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1"
"409","O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O"
"410","CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N"
"411","Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1"
"412","CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO"
"413","O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CC2)CC1"
"414","OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21"
"415","COC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])C1c1ccccc1C(F)(F)F"
"416","COC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])[C@H]1c1ccccc1C(F)(F)F"
"417","COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1ccc(C(F)(F)F)cc1"
"418","Cc1ccc(S(=O)(=O)/C=C/C#N)cc1"
"419","CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1"
"420","Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)ncc1C1CC1"
"421","N#Cc1c(N)nc(SCC(N)=O)c(C#N)c1-c1ccc(OCC2CC2)cc1"
"422","COc1ccc(Cc2nn3c([C@@H](CCCc4ccccc4)[C@@H](C)O)nc(C)c3c(=O)[nH]2)cc1OC"
"423","COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC"
"424","NC(CC(F)C(=O)O)C(=O)O"
"425","Cc1cc(-c2nc(-c3ccc(OC(F)(F)F)cc3)no2)nn1Cc1ccnc(N2CCN(C3CC3)CC2)c1"
"426","Cn1cc(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(C#N)cc2)cn1"
"427","N=C(N)SCc1ccc(B(O)O)cc1"
"428","Cc1oc2nc3c(c(NC(=O)CN4CCCC4=O)c2c1C)CCCC3"
"429","CC(C)(C)c1ccc(NC(=O)N2CCN(c3ncccc3Cl)CC2)cc1"
"430","N=C(N)c1cc2ccc(OC(=O)c3cccs3)cc2s1"
"431","CN(CCc1ccc(Cl)c(Cl)c1)CCN1CCCC1"
"432","CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1"
"433","CN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1"
"434","O=C1c2ccccc2CCC1CNCCc1ccc(O)cc1"
"435","O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1"
"436","O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1"
"437","CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2"
"438","O=C(O)c1ccc(NC2OCC(O)C(O)C2O)cc1"
"439","c1ccc(CCNCc2ccccc2)cc1"
"440","CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1"
"441","CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]"
"442","O=C(CNC(=O)c1ccc(Cl)cc1)NO"
"443","NC(=NC(=O)c1nc(Cl)c(N)nc1N)NCc1ccccc1"
"444","Cc1ccc(C)c(C(O)CNC(C)C)c1"
"445","Sc1nc2ccccc2s1"
"446","O=C(OC1CN2CCC1CC2)c1ccccc1"
"447","O=C(O)Cc1ccc(OCc2ccccc2)c(Cl)c1"
"448","O=C(c1ccccc1)C(O)c1ccccc1"
"449","CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1"
"450","O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1"
"451","O=C(Oc1cccc2cccnc12)c1ccccc1"
"452","O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1"
"453","S=C=NCc1ccccc1"
"454","CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1"
"455","CCCCCCCC[N+](C)(C)Cc1ccccc1"
"456","COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2"
"457","COc1c2ccoc2cc2oc(=O)ccc12"
"458","COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O"
"459","Cc1nnc(C[C@@H]2C=C(c3ccc(Cl)cc3)c3ccccc3-n3c(C)nnc32)o1"
"460","Oc1cccc(Nc2ccc(Nc3cccc(O)c3)nn2)c1"
"461","CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1"
"462","CCCCOC(=O)c1cc2c(cn1)[nH]c1ccccc12"
"463","C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C"
"464","COC(=O)/C=C/C(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5"
"465","O=P(O)(O)OC(CO)CO"
"466","CC(C)(O)CC(=O)O.CC(C)(O)CC(=O)O"
"467","CC(O)CC(=O)O"
"468","CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O"
"469","Oc1ccc2ccccc2c1"
"470","CCS(=O)c1nc(-c2cccc(OCc3ccccc3)c2)cc(C(F)(F)F)n1"
"471","C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"
"472","C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"
"473","Clc1ccc(CCCOCCCN2CCCCC2)cc1"
"474","COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1"
"475","CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O"
"476","CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C"
"477","Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O"
"478","CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1"
"479","O=[N+]([O-])c1cnc(Sc2nnc(O)n2-c2ccc3c(c2)OCCO3)s1"
"480","CCNC(=O)C#Cc1ccc2c(c1)NC(=O)/C2=C(/Nc1ccc(CN(C)C)cc1)c1ccccc1"
"481","NCCCC[C@H](NC(=O)[C@@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1)C(=O)N1CCN(c2ccncc2)CC1"
"482","C/C(=C\C(=O)Nc1ccccc1C(=O)O)c1ccc2ccccc2c1"
"483","CCN(CC)CC1CCN(c2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1"
"484","CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1"
"485","Cc1ccc(C23CNCC2C3)cc1"
"486","CN1CCc2cc3c(cc2C1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3"
"487","C[N+]1(C)CCc2cc3c(cc2C1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3"
"488","COC(=O)c1cc(OC)c2c(c1-c1c(CO)cc(OC)c3c1OCO3)OCO2"
"489","COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2"
"490","COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C"
"491","CC(C)(C)[C@]1(O)C[C@@H]2OC(=O)C[C@@]23C(=O)O[C@@H]2OC(=O)[C@H](O)C231"
"492","CC(C)n1c(=O)n(C(=O)NC2C[C@@H]3CC[C@H](C2)N3C)c2ccccc21"
"493","Cc1c(OCc2cccc(-c3ccc(C(=O)O)cc3)c2)cc2c(c1C)C(=O)C(C1CCCC1)C2"
"494","CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(=O)O"
"495","Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)O)C(C)C)cc1"
"496","Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N(C)[C@@H](CC(C)C)C(=O)NCC[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1"
"497","O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12"
"498","NCc1ccccc1Sc1ccccc1CO"
"499","CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12"
"500","CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@@]1(C)Cc1ccc(Br)cc1"
"501","Cc1occc(=O)c1O[V](=O)Oc1c(C)occc1=O"
"502","Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21"
"503","O=S(=O)(O)C(F)(F)F.O=S(=O)(O)C(F)(F)F.O=S(=O)(O)C(F)(F)F.[Bi]"
"504","O=C(O)C(=O)O.O=C(O)C(=O)O.O=C(O)C(=O)O.[Bi].[Bi]"
"505","O=C(O)c1cc(O)c2c(c1)O[Bi](O)O2"
"506","CC(C)(C)CC(C)(C)c1cc(Cc2cc(C(C)(C)CC(C)(C)C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1"
"507","CC(C)(c1ccc(O)cc1)c1ccc(O)cc1"
"508","Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O"
"509","C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(F)(F)F"
"510","S=C=Nc1ccc(N=C=S)cc1"
"511","COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC"
"512","CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(N)=O)ccc32)c2ccccc2)c1"
"513","CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1"
"514","O=C(O)c1cc2ccccc2s1"
